s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
176.5694971000,89622.2647518000,43178.0696371000,0.2899348536,0.1460469000,5.7174677000,5.1467683000
175.5719294000,89622.0869470000,43178.8665385000,0.1317073536,0.2857988000,4.7248277000,5.1953563000
174.5743616000,89622.1426326000,43179.8613520000,-0.1516547536,-0.5325110000,4.7470776000,-0.1056316000
173.5767938000,89622.1226780000,43180.7030308000,0.0128728536,0.2865269000,4.7692238000,-0.1056316000
172.5792260000,89622.2657035000,43181.7201725000,-0.2705635536,0.1936295000,5.8221263000,-5.5894244000
171.5816582000,89622.6079549000,43182.6464234000,-0.4301835536,0.1472751000,6.7096820000,-5.5748985000
170.5840905000,89623.1410917000,43183.5951975000,-0.5972833536,0.1632034000,7.1555645000,-3.0986719000
169.5865227000,89623.7636449000,43184.3701119000,-0.7551678536,0.1562448000,7.5708940000,-3.0656224000
168.5889549000,89624.5042952000,43185.0423788000,-0.9132107536,0.1613893000,7.8277353000,-1.9823237000
167.5913871000,89625.3568024000,43185.5930187000,-1.0822559536,0.1630325000,8.0215895000,-1.5399742000
166.5938193000,89626.3061504000,43186.0023570000,-1.2433077536,0.1525117000,8.2358911000,-1.7462494000
165.5962516000,89627.2432141000,43186.2433636000,-1.3983603536,0.1752586000,8.2746752000,-0.3209543000
164.5986838000,89628.3265883000,43186.3222028000,-1.5942598536,0.1616051000,8.3132783000,-0.3209543000
163.6011160000,89629.2344841000,43186.2451080000,-1.6964019536,0.0115917000,8.4507771000,-1.1553285000
162.6035482000,89630.1119844000,43186.1387213000,-1.6992636536,0.0398645000,9.4198651000,-8.6802251000
161.6059804000,89631.0285815000,43186.0056470000,-1.7327204536,0.0488981000,9.6940000000,-2.6262762000
160.6084127000,89631.9766100000,43185.8250097000,-1.7876018536,0.0629255000,9.6940000000,0.0000000000
159.6108449000,89633.0944427000,43185.5328966000,-1.8677102536,0.0760316000,9.6940000000,0.0000000000
158.6132771000,89634.0526015000,43185.2026713000,-1.9319007536,0.0469283000,9.6940000000,0.0000000000
157.6157093000,89634.9957128000,43184.8252609000,-1.9670981536,0.0236668000,9.6940000000,0.0000000000
156.6181415000,89635.9233853000,43184.4276327000,-1.9810691536,0.0038591000,9.6940000000,0.0000000000
155.6205738000,89636.8573165000,43184.0235354000,-1.9734265536,-0.0177435000,9.6940000000,0.0000000000
154.6230060000,89637.8300101000,43183.6241361000,-1.9432909536,-0.0412656000,9.6940000000,0.0000000000
153.6254382000,89638.7360141000,43183.2954522000,-1.8894107536,-0.0718769000,9.3504125000,3.2796877000
152.6278704000,89639.6747115000,43183.0275127000,-1.8042048536,-0.0952193000,8.9047224000,4.0779852000
151.6303026000,89640.7008128000,43182.8388398000,-1.6982731536,-0.1117186000,8.4909711000,3.6075199000
150.6327349000,89641.6153695000,43182.7742644000,-1.5764196536,-0.1648868000,8.5309564000,-0.3411432000
149.6351671000,89642.6331313000,43182.8498243000,-1.4319425536,-0.0775880000,8.5707551000,-0.3411432000
148.6375993000,89643.5604003000,43182.9851613000,-1.4438518536,0.0437046000,9.3121046000,-6.6448862000
147.6400315000,89644.4883378000,43183.1012938000,-1.4345345536,-0.0478315000,9.6940000000,-3.6380202000
146.6424637000,89645.5389809000,43183.2793886000,-1.3683194536,-0.0606230000,9.6940000000,0.0000000000
145.6448959000,89646.4397151000,43183.4858799000,-1.3266594536,-0.0335403000,9.6940000000,0.0000000000
144.6473282000,89647.4308365000,43183.7480637000,-1.2999954536,-0.0200363000,9.6940000000,0.0000000000
143.6497604000,89648.4517047000,43184.0415106000,-1.2833047536,-0.0105100000,9.6940000000,0.0000000000
142.6521926000,89649.3883440000,43184.3214337000,-1.2795843536,0.0025038000,9.6940000000,0.0000000000
141.6546248000,89650.3483453000,43184.6057928000,-1.2879975536,0.0141251000,9.6940000000,0.0000000000
140.6570570000,89651.3267485000,43184.8804897000,-1.3080682536,0.0253606000,9.6940000000,0.0000000000
139.6594893000,89652.3203247000,43185.1321305000,-1.3388875536,0.0343798000,9.6096524000,0.8160933000
138.6619215000,89653.3136530000,43185.3466928000,-1.3791032536,0.0454493000,9.0853267000,4.9130789000
