idx,s_m,local_smoothing,blend,displacement_from_arclength_base_m,kappa_radpm,requested_steer_rate_radps,ub,lb
454,263.52802363440645,True,1.0,0.3098391858989404,-0.13145971201556925,0.45327064873225326,4.944692982670759,-2.5976084831446857
455,264.0859198040675,True,1.0,0.2330390298283982,-0.15421521830432533,0.43522838296849753,4.476622197550716,-2.926368130878795
456,264.63599917167346,True,1.0,0.19899693594965806,-0.17310147187122274,0.15026632229650838,3.957680985889052,-2.9996660847715675
457,265.1800883186004,True,1.0,0.27431395926795094,-0.19414474639074958,0.055954938989934144,3.8046333725218267,-3.1277700886944872
458,265.7199756352451,True,1.0,0.35742502511441154,-0.1867988785278433,0.2039343923890008,3.6667455782981224,-3.20825843922025
459,266.25747363063726,True,1.0,0.22701989332382852,-0.19926400416143852,0.10428514676811745,3.51833890957048,-3.2556507644155306
460,266.79402308557457,True,1.0,0.1428003294113232,-0.2053901792833896,0.06530631842908417,3.507608353814862,-3.2616292344510316
461,267.3182479778897,False,0.4601041715560248,0.121235292047647,-0.20870687565056312,0.08762603732137002,3.5941216714875295,-3.2876941390576992
462,267.869065733032,False,0.3818924953335078,0.1723349414127225,-0.2113890672187577,0.0837338317209107,3.6887975864696307,-3.2377874652484144
463,268.41865991565885,False,0.3082355125549668,0.14849432991834288,-0.21697934985055273,0.0178716676663131,3.7224975406743903,-3.186203338045478
464,268.9649295113911,False,0.24158791843731262,0.1454783943884682,-0.2035447811228514,0.14264817821868334,3.6985605432226625,-3.4388661060731733
465,269.5144323794754,False,0.18364728362161295,0.13155495109310367,-0.21529578836248314,0.02928229100418703,3.65749765991859,-3.450518828824162
466,270.0683583517012,False,0.17953187435700246,0.13575095473883536,-0.2170226139203189,0.23847531169312494,3.6595178236842303,-3.4724970227500904
467,270.62588087131684,False,0.21213729555296368,0.1705080699307196,-0.21250281000856505,0.17817824917475994,3.736802131040678,-3.452903824829254
468,271.1886020728324,False,0.2592793038838139,0.18297082079407678,-0.1942160141878323,0.263978021239614,3.794513848739537,-3.437676692522145
469,271.75408068501736,False,0.3188316948112272,0.16703991685356143,-0.19535749258816357,0.560715597157061,3.9231519250827005,-3.4192060293379845
470,272.31828493439895,False,0.38800959185422046,0.14153269864117804,-0.1691132078518329,0.5603128502320857,3.988949074081189,-3.3595168116583602
471,272.88358642912925,False,0.46350456525064626,0.12560176082333266,-0.142395762312713,0.5345581459574268,3.8711632888708896,-3.3064702796154464
